Imagen,Cluster,IoU,Ruta de salida
00466_2,3,0.2218,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00466_2_cluster3_iou0.22.png
00423_2,7,0.1441,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00423_2_cluster7_iou0.14.png
00440_1,0,0.2245,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00440_1_cluster0_iou0.22.png
00093_3,9,0.0682,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00093_3_cluster9_iou0.07.png
00584_0,3,0.2545,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00584_0_cluster3_iou0.25.png
00155_0,3,0.2701,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00155_0_cluster3_iou0.27.png
00034_4,0,0.0967,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00034_4_cluster0_iou0.10.png
00136_3,0,0.2396,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00136_3_cluster0_iou0.24.png
00328_1,6,0.1665,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00328_1_cluster6_iou0.17.png
00091_1,4,0.3882,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00091_1_cluster4_iou0.39.png
00071_4,7,0.2627,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00071_4_cluster7_iou0.26.png
00495_0,6,0.2136,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00495_0_cluster6_iou0.21.png
00053_2,3,0.0667,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00053_2_cluster3_iou0.07.png
00173_3,5,0.3452,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00173_3_cluster5_iou0.35.png
00110_0,5,0.2312,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00110_0_cluster5_iou0.23.png
00044_0,8,0.3201,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00044_0_cluster8_iou0.32.png
00062_3,1,0.1261,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00062_3_cluster1_iou0.13.png
00254_0,8,0.3065,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00254_0_cluster8_iou0.31.png
00001_0,1,0.2957,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00001_0_cluster1_iou0.30.png
00577_2,2,0.147,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00577_2_cluster2_iou0.15.png
00514_1,0,0.1277,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00514_1_cluster0_iou0.13.png
00112_2,8,0.223,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00112_2_cluster8_iou0.22.png
00551_1,5,0.312,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00551_1_cluster5_iou0.31.png
00532_2,9,0.1737,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00532_2_cluster9_iou0.17.png
00326_3,5,0.2038,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00326_3_cluster5_iou0.20.png
00027_3,2,0.1374,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00027_3_cluster2_iou0.14.png
00363_3,3,0.3626,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00363_3_cluster3_iou0.36.png
00125_4,9,0.1945,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00125_4_cluster9_iou0.19.png
00345_0,2,0.0442,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00345_0_cluster2_iou0.04.png
00468_0,0,0.1977,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00468_0_cluster0_iou0.20.png
00300_0,5,0.0263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00300_0_cluster5_iou0.03.png
00509_4,3,0.0604,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00509_4_cluster3_iou0.06.png
00281_1,6,0.4097,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00281_1_cluster6_iou0.41.png
00224_4,8,0.2933,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00224_4_cluster8_iou0.29.png
00339_4,7,0.0345,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00339_4_cluster7_iou0.03.png
00138_1,4,0.1382,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00138_1_cluster4_iou0.14.png
00180_1,1,0.1223,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00180_1_cluster1_iou0.12.png
00261_4,5,0.2686,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00261_4_cluster5_iou0.27.png
00497_2,6,0.2263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00497_2_cluster6_iou0.23.png
00553_3,7,0.3542,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00553_3_cluster7_iou0.35.png
00060_1,5,0.1864,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00060_1_cluster5_iou0.19.png
00025_1,8,0.4029,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00025_1_cluster8_iou0.40.png
00046_2,0,0.3092,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00046_2_cluster0_iou0.31.png
00003_2,5,0.1519,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00003_2_cluster5_iou0.15.png
00182_3,4,0.2383,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00182_3_cluster4_iou0.24.png
00414_4,2,0.4235,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00414_4_cluster2_iou0.42.png
00530_0,2,0.3466,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00530_0_cluster2_iou0.35.png
00516_3,5,0.4058,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00516_3_cluster5_iou0.41.png
00575_0,5,0.4098,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00575_0_cluster5_iou0.41.png
00451_4,3,0.2795,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00451_4_cluster3_iou0.28.png
00080_4,5,0.2701,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00080_4_cluster5_iou0.27.png
00361_1,7,0.223,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00361_1_cluster7_iou0.22.png
00159_0,7,0.1852,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00159_0_cluster7_iou0.19.png
00324_1,6,0.3035,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00324_1_cluster6_iou0.30.png
00283_3,7,0.074,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00283_3_cluster7_iou0.07.png
00347_2,7,0.2188,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00347_2_cluster7_iou0.22.png
00381_4,3,0.2581,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00381_4_cluster3_iou0.26.png
00239_1,0,0.1397,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00239_1_cluster0_iou0.14.png
00409_1,2,0.0103,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00409_1_cluster2_iou0.01.png
00038_4,7,0.1975,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00038_4_cluster7_iou0.20.png
00319_1,0,0.0565,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00319_1_cluster0_iou0.06.png
00258_0,5,0.406,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00258_0_cluster5_iou0.41.png
00040_4,4,0.2528,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00040_4_cluster4_iou0.25.png
00491_4,1,0.2217,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00491_4_cluster1_iou0.22.png
00005_4,6,0.4193,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00005_4_cluster6_iou0.42.png
00142_3,3,0.1808,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00142_3_cluster3_iou0.18.png
00121_0,9,0.0504,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00121_0_cluster9_iou0.05.png
00412_2,6,0.5301,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00412_2_cluster6_iou0.53.png
00457_2,4,0.204,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00457_2_cluster4_iou0.20.png
00220_0,2,0.3438,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00220_0_cluster2_iou0.34.png
00434_1,1,0.4815,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00434_1_cluster1_iou0.48.png
00471_1,7,0.6786,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00471_1_cluster7_iou0.68.png
00298_0,2,0.2978,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00298_0_cluster2_iou0.30.png
00018_1,8,0.2241,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00018_1_cluster8_iou0.22.png
00265_0,8,0.2032,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00265_0_cluster8_iou0.20.png
00341_4,8,0.2694,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00341_4_cluster8_iou0.27.png
00387_2,7,0.1825,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00387_2_cluster7_iou0.18.png
00302_2,9,0.1489,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00302_2_cluster9_iou0.15.png
00206_3,3,0.3317,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00206_3_cluster3_iou0.33.png
00304_4,2,0.5249,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00304_4_cluster2_iou0.52.png
00107_3,7,0.1295,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00107_3_cluster7_iou0.13.png
00548_0,2,0.2514,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00548_0_cluster2_iou0.25.png
00429_4,7,0.069,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00429_4_cluster7_iou0.07.png
00123_2,7,0.2409,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00123_2_cluster7_iou0.24.png
00086_2,6,0.2624,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00086_2_cluster6_iou0.26.png
00378_0,7,0.0131,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00378_0_cluster7_iou0.01.png
00053_3,5,0.0668,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00053_3_cluster5_iou0.07.png
00455_0,8,0.1961,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00455_0_cluster8_iou0.20.png
00140_1,4,0.1076,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00140_1_cluster4_iou0.11.png
00084_0,8,0.303,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00084_0_cluster8_iou0.30.png
00410_0,5,0.2546,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00410_0_cluster5_iou0.25.png
00571_4,3,0.3112,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00571_4_cluster3_iou0.31.png
00199_0,5,0.1934,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00199_0_cluster5_iou0.19.png
00436_3,2,0.3823,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00436_3_cluster2_iou0.38.png
00534_4,4,0.2091,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00534_4_cluster4_iou0.21.png
00473_3,6,0.187,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00473_3_cluster6_iou0.19.png
00219_4,2,0.3363,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00219_4_cluster2_iou0.34.png
00118_4,5,0.151,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00118_4_cluster5_iou0.15.png
00267_2,3,0.2181,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00267_2_cluster3_iou0.22.png
00385_0,6,0.1098,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00385_0_cluster6_iou0.11.png
00529_1,5,0.0904,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00529_1_cluster5_iou0.09.png
00105_1,0,0.2545,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00105_1_cluster0_iou0.25.png
00204_1,7,0.3239,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00204_1_cluster7_iou0.32.png
00079_0,8,0.2245,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00079_0_cluster8_iou0.22.png
00448_4,7,0.1678,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00448_4_cluster7_iou0.17.png
00243_3,7,0.1886,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00243_3_cluster7_iou0.19.png
00099_4,7,0.3805,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00099_4_cluster7_iou0.38.png
00529_0,0,0.0962,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00529_0_cluster0_iou0.10.png
00385_1,6,0.1356,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00385_1_cluster6_iou0.14.png
00365_4,1,0.497,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00365_4_cluster1_iou0.50.png
00320_4,9,0.286,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00320_4_cluster9_iou0.29.png
00079_1,9,0.188,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00079_1_cluster9_iou0.19.png
00267_3,5,0.2055,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00267_3_cluster5_iou0.21.png
00222_2,1,0.2356,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00222_2_cluster1_iou0.24.png
00473_2,0,0.1903,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00473_2_cluster0_iou0.19.png
00204_0,5,0.2995,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00204_0_cluster5_iou0.30.png
00436_2,2,0.3815,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00436_2_cluster2_iou0.38.png
00398_4,3,0.3741,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00398_4_cluster3_iou0.37.png
00455_1,0,0.201,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00455_1_cluster0_iou0.20.png
00410_1,8,0.2488,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00410_1_cluster8_iou0.25.png
00084_1,5,0.3052,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00084_1_cluster5_iou0.31.png
00241_1,8,0.0851,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00241_1_cluster8_iou0.09.png
00378_1,1,0.013,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00378_1_cluster1_iou0.01.png
00222_3,7,0.234,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00222_3_cluster7_iou0.23.png
00140_0,2,0.104,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00140_0_cluster2_iou0.10.png
00123_3,5,0.3139,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00123_3_cluster5_iou0.31.png
00548_1,6,0.2543,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00548_1_cluster6_iou0.25.png
00021_4,6,0.1692,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00021_4_cluster6_iou0.17.png
00241_0,4,0.1082,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00241_0_cluster4_iou0.11.png
00387_3,3,0.201,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00387_3_cluster3_iou0.20.png
00064_4,9,0.1964,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00064_4_cluster9_iou0.20.png
00206_2,9,0.3451,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00206_2_cluster9_iou0.35.png
00164_0,5,0.2149,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00164_0_cluster5_iou0.21.png
00160_4,7,0.2285,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00160_4_cluster7_iou0.23.png
00018_0,9,0.2294,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00018_0_cluster9_iou0.23.png
00105_0,2,0.2339,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00105_0_cluster2_iou0.23.png
00220_1,7,0.304,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00220_1_cluster7_iou0.30.png
00265_1,4,0.2094,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00265_1_cluster4_iou0.21.png
00199_1,0,0.1951,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00199_1_cluster0_iou0.20.png
00471_0,6,0.6742,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00471_0_cluster6_iou0.67.png
00555_4,4,0.4141,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00555_4_cluster4_iou0.41.png
00184_4,3,0.3869,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00184_4_cluster3_iou0.39.png
00510_4,1,0.0046,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00510_4_cluster1_iou0.00.png
00434_0,1,0.411,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00434_0_cluster1_iou0.41.png
00179_4,0,0.1071,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00179_4_cluster0_iou0.11.png
00412_3,7,0.4847,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00412_3_cluster7_iou0.48.png
00298_1,2,0.2532,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00298_1_cluster2_iou0.25.png
00457_3,4,0.2001,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00457_3_cluster4_iou0.20.png
00166_2,8,0.2052,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00166_2_cluster8_iou0.21.png
00319_0,4,0.062,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00319_0_cluster4_iou0.06.png
00285_4,6,0.2779,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00285_4_cluster6_iou0.28.png
00409_0,1,0.0108,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00409_0_cluster1_iou0.01.png
00568_4,7,0.0903,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00568_4_cluster7_iou0.09.png
00283_2,8,0.0728,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00283_2_cluster8_iou0.07.png
00142_2,6,0.1471,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00142_2_cluster6_iou0.15.png
00121_1,4,0.0516,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00121_1_cluster4_iou0.05.png
00361_0,5,0.2203,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00361_0_cluster5_iou0.22.png
00347_3,6,0.2168,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00347_3_cluster6_iou0.22.png
00245_4,7,0.1985,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00245_4_cluster7_iou0.20.png
00159_1,4,0.164,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00159_1_cluster4_iou0.16.png
00324_0,7,0.2548,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00324_0_cluster7_iou0.25.png
00530_1,6,0.256,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00530_1_cluster6_iou0.26.png
00086_3,7,0.1105,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00086_3_cluster7_iou0.11.png
00278_4,1,0.342,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00278_4_cluster1_iou0.34.png
00243_2,0,0.2033,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00243_2_cluster0_iou0.20.png
00575_1,9,0.3154,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00575_1_cluster9_iou0.32.png
00107_2,6,0.1306,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00107_2_cluster6_iou0.13.png
00516_2,5,0.4734,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00516_2_cluster5_iou0.47.png
00553_2,4,0.3068,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00553_2_cluster4_iou0.31.png
00182_2,6,0.2877,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00182_2_cluster6_iou0.29.png
00046_3,1,0.3318,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00046_3_cluster1_iou0.33.png
00497_3,2,0.2279,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00497_3_cluster2_iou0.23.png
00003_3,0,0.1313,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00003_3_cluster0_iou0.13.png
00302_3,8,0.1473,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00302_3_cluster8_iou0.15.png
00281_0,6,0.2669,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00281_0_cluster6_iou0.27.png
00101_4,2,0.4564,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00101_4_cluster2_iou0.46.png
00488_4,5,0.334,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00488_4_cluster5_iou0.33.png
00468_1,3,0.1961,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00468_1_cluster3_iou0.20.png
00060_0,6,0.1939,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00060_0_cluster6_iou0.19.png
00144_4,4,0.1492,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00144_4_cluster4_iou0.15.png
00345_1,2,0.0491,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00345_1_cluster2_iou0.05.png
00326_2,1,0.1706,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00326_2_cluster1_iou0.17.png
00025_0,6,0.3976,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00025_0_cluster6_iou0.40.png
00363_2,9,0.3136,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00363_2_cluster9_iou0.31.png
00300_1,3,0.0378,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00300_1_cluster3_iou0.04.png
00138_0,4,0.1353,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00138_0_cluster4_iou0.14.png
00577_3,4,0.1488,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00577_3_cluster4_iou0.15.png
00532_3,0,0.1816,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00532_3_cluster0_iou0.18.png
00059_4,6,0.2677,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00059_4_cluster6_iou0.27.png
00430_4,4,0.3575,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00430_4_cluster4_iou0.36.png
00551_0,2,0.3142,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00551_0_cluster2_iou0.31.png
00358_4,2,0.6735,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00358_4_cluster2_iou0.67.png
00514_0,2,0.1079,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00514_0_cluster2_iou0.11.png
00495_1,1,0.2136,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00495_1_cluster1_iou0.21.png
00001_1,3,0.3595,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00001_1_cluster3_iou0.36.png
00475_4,9,0.2362,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00475_4_cluster9_iou0.24.png
00258_1,2,0.2996,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00258_1_cluster2_iou0.30.png
00044_1,5,0.3282,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00044_1_cluster5_iou0.33.png
00001_3,7,0.3055,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00001_3_cluster7_iou0.31.png
00166_3,8,0.1838,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00166_3_cluster8_iou0.18.png
00062_2,0,0.1378,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00062_2_cluster0_iou0.14.png
00044_3,5,0.3275,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00044_3_cluster5_iou0.33.png
00146_4,7,0.2409,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00146_4_cluster7_iou0.24.png
00495_3,7,0.2127,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00495_3_cluster7_iou0.21.png
00062_0,3,0.1329,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00062_0_cluster3_iou0.13.png
00532_1,8,0.1757,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00532_1_cluster8_iou0.18.png
00027_2,9,0.1342,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00027_2_cluster9_iou0.13.png
00577_1,9,0.1301,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00577_1_cluster9_iou0.13.png
00551_2,4,0.2731,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00551_2_cluster4_iou0.27.png
00514_2,9,0.1746,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00514_2_cluster9_iou0.17.png
00300_3,2,0.0321,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00300_3_cluster2_iou0.03.png
00180_0,5,0.1228,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00180_0_cluster5_iou0.12.png
00200_4,5,0.1751,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00200_4_cluster5_iou0.18.png
00138_2,7,0.1291,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00138_2_cluster7_iou0.13.png
00363_0,0,0.3642,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00363_0_cluster0_iou0.36.png
00027_0,9,0.1342,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00027_0_cluster9_iou0.13.png
00345_3,7,0.0517,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00345_3_cluster7_iou0.05.png
00326_0,1,0.1706,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00326_0_cluster1_iou0.17.png
00239_0,3,0.15,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00239_0_cluster3_iou0.15.png
00468_3,5,0.1512,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00468_3_cluster5_iou0.15.png
00281_2,6,0.2669,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00281_2_cluster6_iou0.27.png
00046_1,4,0.3107,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00046_1_cluster4_iou0.31.png
00003_1,1,0.1525,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00003_1_cluster1_iou0.15.png
00497_1,5,0.23,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00497_1_cluster5_iou0.23.png
00239_2,0,0.1612,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00239_2_cluster0_iou0.16.png
00060_2,6,0.1939,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00060_2_cluster6_iou0.19.png
00530_3,2,0.3524,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00530_3_cluster2_iou0.35.png
00575_3,6,0.271,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00575_3_cluster6_iou0.27.png
00180_2,2,0.1236,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00180_2_cluster2_iou0.12.png
